simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0708069	18999	274.461
40	1163	26	0	111.068	4.02687e-05	7.30081
80	1163	0	0	92.0166	8.58069e-14	0.029912
120	1163	0	0	92.0146	1.82842e-22	0.000122552
160	1163	0	0	92.226	3.89611e-31	5.02105e-07
200	1163	0	0	92.3253	8.30207e-40	2.05716e-09
240	1163	0	0	92.3343	1.76905e-48	8.42837e-12
280	1163	0	0	92.2317	3.76961e-57	3.45317e-14
320	1163	0	0	92.6089	8.0325e-66	1.41479e-16
360	1163	0	0	92.5096	1.71161e-74	5.79651e-19
400	1163	0	0	92.8118	3.64721e-83	2.37488e-21
440	1163	0	0	92.5391	7.77168e-92	9.73007e-24
480	1163	0	0	93.3384	1.65604e-100	3.98649e-26
520	1163	0	0	92.4646	3.52878e-109	1.6333e-28
560	1163	0	0	92.373	7.51933e-118	6.69174e-31
600	1163	0	0	92.2958	1.60226e-126	2.74166e-33
640	1163	0	0	92.3531	3.4142e-135	1.12328e-35
680	1163	0	0	91.9903	7.27518e-144	4.60217e-38
720	1163	0	0	92.1763	1.55024e-152	1.88555e-40
760	1163	0	0	91.8225	3.30334e-161	7.72523e-43
800	1163	0	0	109.342	7.03895e-170	57.5079
840	1163	0	0	91.9888	1.4999e-178	0.235615
880	1163	0	0	92.6759	3.19608e-187	0.000965332
920	1163	0	0	93.4947	6.81039e-196	3.95504e-06
960	1163	0	0	92.2539	1.4512e-204	1.62041e-08
1000	1163	0	0	92.4397	3.0923e-213	6.63896e-11
1040	1163	0	0	92.3719	6.58926e-222	2.72004e-13
1080	1163	0	0	92.1479	1.40408e-230	1.11442e-15
1120	1163	0	0	92.3126	2.99189e-239	4.56587e-18
1160	1163	0	0	92.184	6.3753e-248	1.87067e-20
1200	1163	0	0	91.9316	1.35849e-256	7.6643e-23
1240	1163	0	0	92.4818	2.89474e-265	3.14012e-25
1280	1163	0	0	92.0958	6.16829e-274	1.28653e-27
1320	1163	0	0	91.9238	1.31438e-282	5.27103e-30
1360	1163	0	0	93.1577	2.80075e-291	2.15958e-32
1400	1163	0	0	91.8989	5.968e-300	8.84799e-35
1440	1163	0	0	90.4738	0	3.62509e-37
1440.02	1163	0	0	0.146408	0	3.61514e-37
